expression,reading,eng_meaning,chi_meaning,level,guid
暗記,あんき,"memorization, learning by heart",死記硬背，背誦,N3,J|(sO>=G;)
安定,あんてい,"stability, equilibrium",穩定性，平衡,N3,tq=A(a}mBR
あんなに,あんなに,"to that extent, to that degree",就此而言，就此而言,N3,qL7ozV1EL!
あんまり,あんまり,"not very, not much",不多，不多。,N3,nQM2*X0Uly
胃,い,stomach,胃,N3,J;|<l]nldO
委員,いいん,committee member,會員,N3,"yw,e]%D0#"
意外,いがい,"unexpected, surprising",出乎意料的，令人驚訝的,N3,w~HVZz5(Yv
行き,いき,going,去,N3,sv:5&WPn~-
行き,ゆき,going,去,N3,Qo3!wH.:.8
息,いき,breath,氣息,N3,Mg6)U{FFzO
勢い,いきおい,"force, vigor, momentum",力量、活力、動量,N3,b/)jjg52IA
生き物,いきもの,"living thing, creature",生物，生物,N3,cJD+|G`QOg
いけない,いけない,"must not do, bad, wrong",絕對不能做壞事，錯誤事,N3,rH~_kL3NSH
医師,いし,"doctor, physician",醫生，醫師,N3,L]3urgx$u7
意思,いし,"intention, purpose",意圖、目的,N3,GeK4#dpi2R
意志,いし,"will, volition",意志，意願,N3,F^=nB=4_Bt
維持,いじ,"maintenance, preservation",維護、保養,N3,NkxQSQGjpb
意識,いしき,"consciousness, senses",意識，感官,N3,B.j@@N??C@
異常,いじょう,"strangeness, abnormality, disorder",怪異、異常、紊亂,N3,O08lYk-IK<
意地悪,いじわる,"malicious, mean, unkind",惡意的、卑鄙的、不友善的,N3,Q2_n%:>L!6
泉,いずみ,"spring, fountain",泉水，噴泉,N3,l*ms=cUi*A
いずれ,いずれ,"where, which, who",哪裡，哪個，誰,N3,tyll~{/>;}
以前,いぜん,in the past; before,過去；以前,N3,vzioeTDgh&
板,いた,"board, plank",板，木板,N3,rTsp9B=&#y
偉大,いだい,greatness,偉大,N3,Dj58mSmcXd
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor",持（動詞）（書寫語），擁抱，庇護,N3,bnBW}<VC5Y
いたずら,いたずら,"trick, practical joke",惡作劇，整蠱,N3,GffoWqmg)Q
いただきます,いただきます,expression of gratitude before meals,餐前表達感恩,N3,jhTihku]b|
痛み,いたみ,"pain, ache, sore",痛、酸痛、酸脹,N3,fCH])@V^N}
至る,いたる,"to come, to arrive",到來，到達,N3,go_hN=pqmn
市,いち,"market, fair",市場，集市,N3,b}j[=OS2%d
位置,いち,"place, position",地點、位置,N3,rRL{bp[klU
一時,いちじ,"for a time, temporarily",暫時地,N3,rZn?lv+;:4
一度に,いちどに,all at once,一下子,N3,AK)V=Yq3mS
市場,いちば,"market, bazaar",市場，集市,N3,DBqN2uJ#li
いつか,いつか,"sometime, one day",某個時候，有一天,N3,FR_y9u}n#<
一家,いっか,"family, clan",家庭，氏族,N3,l/wm^:qD$x
一種,いっしゅ,"a species, a kind, a variety",物種、種類、變種,N3,sn._eGR[}-
一瞬,いっしゅん,"a moment, an instant",一瞬間,N3,Qq!{_/r0wa
一生,いっしょう,throughout (one's) life,人生,N3,AtHZ6K9AwM
一層,いっそう,"much more, still more",還有很多，更多,N3,CjCbT!QO~}
一体,いったい,one object; body; what on earth?; generally,一個物體；身體；到底是怎麼回事？ ；通常,N3,K?hP0<cU>&
一致,いっち,agreement; conformity,協議；一致性,N3,ysxIQslQyD
いつでも,いつでも,"(at) any time, always",任何時候，總是,N3,N>sX%eJi!w
いつのまにか,いつのまにか,before one knows,不知不覺,N3,D<V5f@i{!T
一般,いっぱん,"general, average",一般平均,N3,mhggl5@LT?
一方,いっぽう,on the other hand; meanwhile,另一方面；同時,N3,ta7h-#VP%b
いつまでも,いつまでも,"forever, for good, eternally",永遠，永遠，永恆,N3,r@zE/Lc+82
移動,いどう,"migration, movement",遷移、運動,N3,yz:o#%V|;@
従兄弟,いとこ,cousin (male),表兄（男）,N3,CcBJPKt<s5
従姉妹,いとこ,cousin (female),表妹（女性）,N3,s78r`;/ON~
稲,いね,rice-plant,稻,N3,HQD[kKI--m
居眠り,いねむり,"dozing, nodding off",打瞌睡，打瞌睡,N3,p&}.agckN6
命,いのち,life,生活,N3,"z7V@a,~`Re"
違反,いはん,"violation (of law), infringement",違反（法律）行為，侵權,N3,jOqAs(GP-H
衣服,いふく,clothes,衣服,N3,pHoA66%Mk&
居間,いま,living room,客廳,N3,G/@=.gt:M?
今に,いまに,"before long, soon",不久之後,N3,E1NlCS5^&;
今にも,いまにも,"at any time, soon",隨時，很快,N3,Kiwg*7Fayc
イメージ,イメージ,one's image,一個人的形象,N3,m5PWtQuC8
否,いや,"no, the noes",不，不,N3,t%b|d?y!x;
以来,いらい,"since, henceforth",自此以後,N3,wKMM5>=Rhf
依頼,いらい,request; dependence,請求；依賴,N3,"A,;GX*Z1pN"
いらいら,いらいら,"getting nervous, irritation",緊張、煩躁,N3,cX)s!En;S_
いらっしゃい,いらっしゃい,welcome,歡迎,N3,c2%8d/UU0k
医療,いりょう,"medical care, medical treatment",醫療保健，醫療,N3,kJzii8E*wG
岩,いわ,rock,岩石,N3,G|eL<b]=]q
祝い,いわい,"celebration, festival",慶祝活動、節日,N3,GZfmX5Jx8(
祝う,いわう,"to congratulate, to celebrate",祝賀，慶祝,N3,X@UPs?&].
言わば,いわば,so to speak,可以說,N3,ISB~|Yz?TD
いわゆる,いわゆる,"the so-called, so-to-speak",所謂的，或者說,N3,pIL=hHO-Je
インク,インク,ink,墨水,N3,q1l^_2FS@C
印刷,いんさつ,printing,印刷,N3,M!0uun/z}U
印象,いんしょう,impression,印象,N3,Q*RbG8|1@p
引退,いんたい,retirement,退休,N3,CiE>>/IlUa
インタビュー,インタビュー,interview,面試,N3,Lr#jpXZo&{
引用,いんよう,"quotation, citation",引文，引用,N3,mgmTGyy@R!
ウイスキー,ウイスキー,whiskey,威士忌酒,N3,pU);qhPs)v
上,うわ,"upper, outer, surface",上表面、外表面,N3,Alx@.Upj.V
魚,うお,fish,魚,N3,"OhV1B,p7lY"
うがい,うがい,gargling,漱口,N3,k@]kPJW~yl
受け取る,うけとる,"to receive, to get, to accept",接收，得到，接受,N3,"Jr/,h++/bg"
動かす,うごかす,"to move, to shift",移動，轉移,N3,NB>1{PM|;}
兎,うさぎ,"rabbit, hare",兔子，野兔,N3,"fu:N<z:T,%"
牛,うし,"cattle, cow",牛，母牛,N3,f~4k*~tyLI
失う,うしなう,"to lose, to part with",失去，分離,N3,pYDJ7QMJY3
疑う,うたがう,"to doubt, to distrust",懷疑，不信任,N3,rNjW1$Ny&Q
宇宙,うちゅう,"universe, cosmos, space",宇宙，宇宙空間,N3,z$:a2a^Sj:
討つ,うつ,"to attack, to avenge",攻擊，報復,N3,PyYz(3~uk@
撃つ,うつ,"to attack, to shoot",攻擊，射擊,N3,E~&l5[EXS/
うっかり,うっかり,carelessly; inadvertently,粗心大意地；無意中,N3,e}eZDDJ?#=
映す,うつす,"to project, to reflect, to cast (shadow)",投射，反映，投下（陰影）,N3,v%$=^xk|L|
訴える,うったえる,"to complain, to appeal, to sue (a person)",投訴、上訴、起訴（某人）,N3,q3vDC2@R>l
写る,うつる,"to be photographed, to be projected",被拍攝，被投影,N3,CI<Sr}lwt|
映る,うつる,"to be reflected, to come out (photo)",被映照，顯現（照片）,N3,b:A%=5OyPu
うなる,うなる,"to groan, to moan",呻吟，哀嘆,N3,s+o0tk>SxK
奪う,うばう,"to rob, to deprive",搶劫，剝奪,N3,wyO.=2:4&2
馬,うま,horse; promoted bishop (in Japanese chess known as shogi),馬；升變主教（在日本像棋將棋中）,N3,I-Qwz&8r5B
生まれ,うまれ,"birth, birth-place",出生地,N3,deVvQ9]dKk
有無,うむ,"yes or no, presence or absence",是或否，在場或缺席,N3,q6A?^f?DMI
梅,うめ,"plum, lowest (of a three-tier ranking system)",李子，最低級（三級排名系統中的）,N3,unQPf%DK.[
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)",埋葬，填滿，填補（座位，空缺職位）,N3,wtEE639hh4
裏切る,うらぎる,"to betray, to turn traitor",背叛，叛變,N3,hCN[eLWk|~
羨ましい,うらやましい,"envious, enviable",令人羨慕的，可羨慕的,N3,P/?}=]sJqp
売れる,うれる,to be sold,待售,N3,"wjQK4P,#&y"
噂,うわさ,"rumor, gossip",謠言，八卦,N3,iJw30XJ732
運,うん,"fortune, luck",財富，運氣,N3,"niW>.BR,WX"
運転,うんてん,"operation, driving",操作、駕駛,N3,x@0Upz+IK7
柄,え,"handle (of a sword, dagger, etc.), grip",（劍、匕首等的）把手，握把,N3,vAFwXg-!s2
永遠,えいえん,"eternity, perpetuity, immortality",永恆，永生，不朽,N3,DxPif#CAiw
永久,えいきゅう,"eternity, perpetuity, immortality",永恆，永生，不朽,N3,"H2N,Hwk+O>"
影響,えいきょう,"influence, effect",影響、效果,N3,xzq]$1i3z}
営業,えいぎょう,"business, trade, management",商業、貿易、管理,N3,xesLH`A]]j
衛星,えいせい,satellite,衛星,N3,mODPl+GnJ<
栄養,えいよう,"nutrition, nourishment",營養，滋養,N3,D*<eW1UGaQ
笑顔,えがお,smile (on one's face),（臉上的）微笑,N3,"ck|m~NB,1+"
描く,えがく,"to draw, to depict, to describe",畫，描繪，描述,N3,A%|&4/hW0O
餌,えさ,"feed, bait",飼料，餌料,N3,kFT)$ftn@z
エネルギー,エネルギー,energy (GER: energie),能量（德文：energie）,N3,z36oBXl-RE
得る,える,"to get, to gain, to win, to learn",獲得、取得、獲勝、學習,N3,v$jA3Lrsi]
得る,うる,"to get, to gain, to win",獲得，取得，獲勝,N3,sT#y1FGTc!
円,えん,"circle, yen",圓圈，日元,N3,lsb6<icN4?
延期,えんき,"postponement, adjournment",延期，休會,N3,DUXFS%Wd#v
演技,えんぎ,"acting, performance",表演，演出,N3,IH<gd>zmOh
援助,えんじょ,"assistance, aid, support",援助、幫助、支持,N3,h`{I^&2VL&
エンジン,エンジン,engine,引擎,N3,qw.wG*b!Qa
演説,えんぜつ,"speech, address",演講、講話,N3,ubLUzysT08
演奏,えんそう,musical performance,音樂表演,N3,G9]&KRGi[P
老い,おい,"old age, the aged",老年，老年人,N3,"Hz1%S/^$?,"
追い付く,おいつく,"to overtake, to catch up (with)",超越，趕上,N3,g{~7a$v2sm
王,おう,king,國王,N3,k#_<4ay=~G
追う,おう,"to chase, to run after",追逐，追趕,N3,x%>16|CvCA
応援,おうえん,"aid, assistance, help",援助、幫助,N3,NDS^Ak)|LB
王様,おうさま,king,國王,N3,nKPemrJ_V5
王子,おうじ,prince,王子,N3,"L`,J_WL+]h"
応じる,おうじる,"to adapt, to respond, to comply with",適應、回應、遵守,N3,"xK:s,vBFc7"
横断,おうだん,crossing,過境,N3,z/T^y6%uiO
終える,おえる,to finish,完成,N3,"hO,Zn$Rx<F"
大いに,おおいに,"much, considerably (same as 大変 (たいへん)), greatly",大大（與大変 (たいへん) 相同），極大,N3,fVz%iJ3-E?
覆う,おおう,"to cover, to hide, to conceal",覆蓋，隱藏，掩藏,N3,Lm%oB!j+E)
大家,おおや,landlord,房東,N3,gc9}{t}#g|
丘,おか,"hill, height",山丘，高度,N3,j@=CkW8>0!
沖,おき,open sea,外海,N3,d?Pt2wu__v
奥,おく,"interior, inner part",內部，內部部分,N3,V}(}>#0tD
贈る,おくる,"to present, to give to, to award to",贈送，給予，授予,N3,rV3X4}6{nQ
起こる,おこる,"to occur, to happen",發生，出現,N3,jY1}sGq4X}
押える,おさえる,"to stop, to restrain, to press down",停止，抑制，壓下,N3,Om1hU>MYS0
幼い,おさない,"very young, childish",非常年輕，幼稚,N3,uA[`]K&k.D
収める,おさめる,"to store to pay, to supply",儲存以支付，供應,N3,jL2$>p8($[
納める,おさめる,"to store to pay, to supply",儲存以支付，供應,N3,I#wxPQAM&H
治める,おさめる,"to govern, to manage; to subdue",統治，管理；征服,N3,Groy5Mh=b[
お辞儀,おじぎ,bow,弓,N3,N&e8jCT!9`
お洒落,おしゃれ,"smartly dressed, fashion-conscious",衣著考究，有時尚意識,N3,q1.@7#(;?<
お喋り,おしゃべり,"chattering, talk",喋喋不休，談話,N3,J0fhZBKfSu
汚染,おせん,"pollution, contamination",污染，污染源,N3,I?+Cu[l]f]
恐らく,おそらく,perhaps,也許,N3,kL/tl<Mv0J
恐れる,おそれる,"to fear, to be afraid of",害怕，恐懼,N3,x;Xt$GbU:n
恐ろしい,おそろしい,"terrible, dreadful",可怕的，令人毛骨悚然的,N3,JGyLnws+gz
教わる,おそわる,to be taught,被教導,N3,"j.|V-R,hM8"
お互い,おたがい,"mutual, reciprocal, each other",互相的，互惠的，彼此,N3,"I%(y!,oeu|"
穏やか,おだやか,"calm, gentle, quiet",平靜、溫柔、安靜,N3,iQhH7HaHk_
男の人,おとこのひと,man,男人,N3,Bqnqcw;5C8
大人しい,おとなしい,"obedient, docile, quiet",順從的，溫順的，安靜的,N3,NiKO$K>WA9
劣る,おとる,"to fall behind, to be inferior to",落後，不如…,N3,Kb0v_SukC>
鬼,おに,"ogre, demon, 'it' (e.g.,in a game of tag)",食人魔、惡魔、「它」（例如，在捉迷藏遊戲中）,N3,Ewa5_MZt)z
帯,おび,"band, sash",腰帶，腰帶,N3,x^<)4<JIn8
お昼,おひる,"lunch, noon",午餐，中午,N3,"QU,c7/WKET"
オフィス,オフィス,office,辦公室,N3,t+v1qGjm`2
溺れる,おぼれる,"to be drowned, to indulge in",溺水，沉溺於,N3,L6mI#frmDD
お前,おまえ,"you (sing), presence (of a high personage)",你（歌唱），（一位顯赫人物的）在場,N3,kiGe-uw>iW
おめでとう,おめでとう,"Congratulations!, an auspicious occasion!",恭喜！真是個好兆頭！,N3,IjwH:94kN^
お目に掛かる,おめにかかる,"meet ~, see ~",遇見~，見~,N3,O[qSUns&-f
思い付く,おもいつく,"to think of, to hit upon",想到，想到,N3,phC=E!Uzsp
思い出,おもいで,"memories, recollections, reminiscence",記憶、回憶、往事,N3,C>r<Y|QfhA
主に,おもに,"mainly, primarily",主要，主要,N3,KJv^Ck6t)-
思わず,おもわず,"unintentional, spontaneous",無意的，自發的,N3,mqEM$vUJ]Z
泳ぎ,およぎ,swimming,游泳,N3,p%YEcD<#qK
およそ,およそ,"about, roughly, approximately",大約，大致，大約,N3,cmb!OC{1dV
及ぼす,およぼす,"to exert, to cause, to exercise",施力，使，鍛煉,N3,lC%7ty:^eB
下す,おろす,"to lower, to let go down",降低，放開,N3,JRZI*AHd)D
降ろす,おろす,"to take down, to launch, to drop",擊落，發射，投放,N3,PQD_mXy>W.
卸す,おろす,"to sell wholesale, grated (vegetables)",批發販售磨碎的（蔬菜）,N3,GT*kAh$cd0
音,おん,"sound, note",聲音，音符,N3,gkN]*wY]?s
恩,おん,"favor, obligation, debt of gratitude",恩惠、義務、感激之情,N3,"A4Iq0-B@,;"
温暖,おんだん,warmth,溫暖,N3,N&n<_QP1.Q
温度,おんど,temperature,溫度,N3,NA1Ge#l-~k
可,か,passable,及格,N3,l:l&EInHym
蚊,か,mosquito,蚊子,N3,j=4=()Uwi2
課,か,"department, division",部門、科室,N3,QQ1!.:!+a[
カー,カー,car,車,N3,o!p+_Rb<h*
カード,カード,"card, curd",卡片，凝乳,N3,"F,Np^@m5hi"
貝,かい,"shell, shellfish",貝類，貝類,N3,HNd6/BU{>X
害,がい,"harm, damage",傷害、損害,N3,g|Fzqe^$7$
会員,かいいん,"member, the membership",會員，會員資格,N3,li]JQ4<Kd[
絵画,かいが,"picture, painting",圖片，繪畫,N3,emKUHOyrV`
海外,かいがい,"foreign, abroad, overseas",外國的，國外的，海外的,N3,qq4=IgxkU<
会計,かいけい,"account, finance",會計、財務,N3,bX?OL%f/L+
解決,かいけつ,"settlement, solution, resolution",和解、解決方案、決議,N3,rmn(v?B?3g
会合,かいごう,"meeting, assembly",會議，集會,N3,f9BQ|i/j|}
外交,がいこう,diplomacy,外交,N3,A]90<@ohwE
開始,かいし,"start, commencement, beginning",開始，開端,N3,qgkolirBJK
解釈,かいしゃく,"explanation, interpretation",解釋、解讀,N3,Ih/AkEg/|E
外出,がいしゅつ,"outing, going out",外出，出去玩,N3,Ol@%UFQ/rD
改善,かいぜん,"betterment, improvement",改善，進步,N3,fv+>GYURp:
快適,かいてき,"pleasant, agreeable",令人愉快的，令人愉悅的,N3,Bh^`k;OTy|
回復,かいふく,"recovery (from illness), rehabilitation, restoration",康復（疾病康復）、復健、恢復,N3,wc6OB#:n9.
飼う,かう,to keep; to own (a pet); to raise; to feed,飼養；擁有（寵物）；養育；餵養,N3,wfURRt4tC[
帰す,かえす,to send back,寄回,N3,LZ<.!]FC|8
代える,かえる,"to exchange, to interchange, to substitute",交換，互換，替代,N3,Ccj6!`~jPu
替える,かえる,"to exchange, to interchange, to substitute",交換，互換，替代,N3,"Fv2F,v+u]8"
換える,かえる,"to exchange, to interchange, to substitute",交換，互換，替代,N3,mmtj;wD(Zd
反る,かえる,"to warp, to be warped, to curve",扭曲，被扭曲，彎曲,N3,"vDLMxa,sN/"
香り,かおり,"aroma, fragrance",香氣，香味,N3,me}_g<26n*
画家,がか,painter,畫家,N3,Pl:-st.KZ+
抱える,かかえる,to hold or carry under or in the arms,用手臂托住或攜帶,N3,"PQR[r=WB$,"
価格,かかく,"price, value",價格，價值,N3,xFP@p4LxH5
化学,かがく,chemistry,化學,N3,Sh/.K7MGJ
輝く,かがやく,"to shine, to glitter, to sparkle",閃耀，發光，閃閃發光,N3,Dzyp)tD%e
係,かかり,person in charge,負責人,N3,Q&QZSK._J<
罹る,かかる,to suffer from,遭受,N3,h_Phc0xEm%
限る,かぎる,"to restrict, to limit, to confine",限制，約束，拘禁,N3,Ku)jdi.uTn
掻く,かく,to scratch,刮擦,N3,K):N$B19m+
描く,かく,"to draw, to depict, to describe",畫，描繪，描述,N3,grO;5{y}I|
嗅ぐ,かぐ,"to sniff, to smell",嗅聞，聞,N3,vaKqc&PyP9
家具,かぐ,furniture,家具,N3,gqN}MYosw6
学,がく,"learning, knowledge",學習、知識,N3,w:XhV>-rir
額,がく,amount; frame,數量；框架,N3,iG]&$wbDKv
覚悟,かくご,"resolution, resignation, readiness",決心、順從、準備,N3,j/*:m6x0J)
確実,かくじつ,"certainty, reliability, soundness",確定性、可靠性、穩健性,N3,Nzie2SM<&O
学者,がくしゃ,scholar,學者,N3,RamhNRc=y:
学習,がくしゅう,"study, learning",學習,N3,PHg7|5Zlfd
隠す,かくす,"to hide, to conceal",隱藏，掩藏,N3,vMufH!:aAV
拡大,かくだい,"magnification, enlargement",放大倍率，放大,N3,f7kQq91Ua<
確認,かくにん,"affirmation, confirmation",肯定，確認,N3,kk{ITQ}D*5
学問,がくもん,"scholarship, study, learning",獎學金、學習,N3,Jk{+Uk9@=d
隠れる,かくれる,"to hide, to be hidden",隱藏，被隱藏,N3,Iv9k~&!9Sa
影,かげ,"shade, shadow, other side",陰影，另一邊,N3,e~q8TnSV#A
陰,かげ,"shade, shadow, other side",陰影，另一邊,N3,JZ1GmL8t.y
欠ける,かける,to be lacking,缺乏,N3,c*r`UH]nG8
加減,かげん,adjustment; addition and subtraction,調整；加法和減法,N3,h.?lP}8!)~
過去,かこ,past,過去的,N3,"dbDE7?,;2l"
籠,かご,"basket, cage",籃子，籠子,N3,nt-Kbv73>]
囲む,かこむ,"to surround, to encircle",包圍，環繞,N3,"AC8Gt39]%,"
火災,かさい,"conflagration, fire",大火，火災,N3,C?jW[uV]~u
重なる,かさなる,"to be piled up, lie on top of one another",堆疊起來，疊放在一起,N3,qEGvs]3ApH
重ねる,かさねる,"to pile up, to put something on another, to heap up",堆積，把某物放在另一物上，堆積,N3,i%7_$Pa~m]
飾り,かざり,decoration,裝飾,N3,b$htguAWNP
貸し,かし,"loan, lending",貸款，借貸,N3,hK1t$y~&<
菓子,かし,"confectionery, sweet",糖果，甜食,N3,uK+`Lg$t0E
家事,かじ,household matters; housework (same as 家の仕事 (いえのしごと)),家庭事務；家務勞動（同家の仕事（いえのしごと））,N3,oS4iCB;y-f
賢い,かしこい,"wise, clever, smart",聰明、機智、睿智,N3,rE7F6b61Rm
歌手,かしゅ,singer,歌手,N3,NmC8EM=]mA
数,かず,"number, figure, amount",數字、數值、數量,N3,DD:chgc^KO
稼ぐ,かせぐ,"to earn income, to labor",賺錢，勞動,N3,rzTOas5wcB
数える,かぞえる,to count,計數,N3,J-q>{61#D9
型,かた,"mold, model, style",模具、模型、風格,N3,p8F!A2no<N
肩,かた,shoulder,肩膀,N3,dyYF&B&tH[
堅い,かたい,"hard, firm, solid",堅硬、結實、結實,N3,Pf^;5Zn/;l
硬い,かたい,"hard, firm, solid",堅硬、結實、結實,N3,"A5A<hg!,v}"
方々,かたがた,persons,人,N3,hkfynYZJHd
片付く,かたづく,"to put in order, to solve",整理，解決,N3,ijUQHB/ROv
刀,かたな,"sword, saber",劍，軍刀,N3,E>:sV*K^8H
語る,かたる,"to talk, to tell, to recite",說話，講述，背誦,N3,K~y=o(hWS(
勝ち,かち,"win, victory",勝利,N3,f)TI}tuNi!
価値,かち,"value, worth, merit",價值、意義、優點,N3,B$%nCt/^FZ
がっかり,がっかり,"feel disappointed, be dejected, lose heart",感到失望，沮喪，灰心喪氣,N3,r9|(w>UYj4
活気,かっき,vigor; liveliness; vitality; energy,活力；生機；活力；能量,N3,HUA^lTjb!P
楽器,がっき,musical instrument,樂器,N3,zj[&tINbu_
学期,がっき,term (school),學期（學校）,N3,rPinGb_30Q
活動,かつどう,"action, activity",行動，活動,N3,wt]>L`Ku^c
活躍,かつやく,activity,活動,N3,eCZu2QGL8i
活用,かつよう,conjugation; practical use,結合；實際應用,N3,fVw4kRg|j)
仮定,かてい,"assumption, supposition, hypothesis",假設、推測、假定,N3,O=OdQ3=*sS
過程,かてい,process,過程,N3,x/zB4*S269
課程,かてい,"course, curriculum",課程，課程設置,N3,"g,{yU7}}eo"
悲しむ,かなしむ,"to be sad, to mourn for, to regret",感到悲傷，哀悼，後悔,N3,z^+]Gk=mf_
必ずしも,かならずしも,"(not) always, (not) necessarily",並非總是如此，也並非必然如此,N3,vW8w*Wj8S6
かなり,かなり,"considerably, fairly, quite",相當，相當，相當,N3,zc@WXAK&cO
金,かね,"gold, metal; money",黃金，金屬；貨幣,N3,sL^]E[vBWQ
鐘,かね,"bell, chime",鈴鐺，鐘聲,N3,uWo]p3>gV)
可能,かのう,"possible, practicable, feasible",可能的，可行的，可行的,N3,s89#AFndfj
株,かぶ,stock; stump (of tree),樹樁；樹幹,N3,i!::Yg?ZPB
被る,かぶる,to wear; to be covered with,穿戴；被覆蓋,N3,KZvZ3xJvf=
我慢,がまん,"patience, endurance, perseverance",耐心、忍耐、毅力,N3,b.uAP*cO(_
上,かみ,first volume; superior quality; governmental,第一卷；品質優良；政府,N3,B2f-z2M%?X
神,かみ,god,上帝,N3,bOG}3!+.y2
雷,かみなり,thunder,雷,N3,A`y:r{2n8V
髪の毛,かみのけ,hair (head),頭髮（頭部）,N3,k>oV)Rt7]w
科目,かもく,"(school) subject, curriculum, course",（學校）科目、課程、課程,N3,mt1}<&PDy^
かもしれない,かもしれない,"maybe, perhaps",或許，可能,N3,"fXI7dlE,H5"
かゆい,かゆい,"itchy, itching",癢，癢,N3,i@bIkK/P`w
歌謡,かよう,"song, ballad",歌曲，民謠,N3,B8j5MHOl3a
空,から,empty,空的,N3,"LiJsM!pT#,"
殻,から,"shell, husk, hull",殼，外殼，外殼,N3,"F87p.DC4,p"
柄,がら,pattern; build; character,模式；結構；性格,N3,uk^tW>*afz
刈る,かる,"to cut (hair), to mow (grass), to harvest",剪頭髮，​​割草，收割,N3,ON/-tkLwG!
河,かわ,"river, stream",河流，溪流,N3,mIM2jXP:@M
皮,かわ,"skin, hide, leather",皮、皮革,N3,C<.^aCL_QG
革,かわ,leather,皮革,N3,z`KQfm{h;f
可愛そう,かわいそう,"poor, pitiable, pathetic",可憐的，可憐的，悲慘的,N3,jCbD|/Ou5e
可愛らしい,かわいらしい,"lovely, sweet",可愛，甜美,N3,KYl^v5PK_;
乾かす,かわかす,to dry,乾燥,N3,JoU47]zU{d
渇く,かわく,to be thirsty,感到口渴,N3,g:zQk;6g:U
代る,かわる,"to take the place of, to relieve, to be substituted for",取代，減輕，被替代,N3,f9j%&rI)[J
缶,かん,"can, tin",罐頭，錫,N3,fnx%_qW>Wk
勘,かん,"perception, intuition, the sixth sense",感知、直覺、第六感,N3,lle<t+CbfW
考え,かんがえ,"thinking, thought, ideas",思考、想法、理念,N3,ry3gkU$VWf
感覚,かんかく,"sense, sensation",感覺，知覺,N3,"p)VaZN,wP="
間隔,かんかく,"space, interval, SPC",空間、間隔、SPC,N3,qbs8.xdCB<
観客,かんきゃく,"audience, spectator(s)",觀眾，旁觀者,N3,j%h6<&[KnW
環境,かんきょう,"environment, circumstance",環境，境況,N3,v:iQ;XlPLV
歓迎,かんげい,"welcome, reception",歡迎，接待處,N3,e6r/_jeu;I
観光,かんこう,sightseeing,觀光,N3,n*g6UOKH98
観察,かんさつ,"observation, survey",觀察、調查,N3,q)XNacsL_{
感じ,かんじ,"feeling, sense, impression",感覺、知覺、印象,N3,w_sfjfQ#7V
感謝,かんしゃ,"thanks, gratitude",謝謝，感激不盡,N3,H)_*dziOH#
患者,かんじゃ,patient,病人,N3,ow]ljz^dy0
勘定,かんじょう,"calculation, counting, consideration",計算、計數、考慮,N3,lT@?`jcn/-
感情,かんじょう,"emotion(s), feeling(s), sentiment",情緒、感覺、情感,N3,KwSZ]};@<N
感じる,かんじる,"to feel, to sense",感受，知覺,N3,"tat.#S,YWC"
感心,かんしん,admiration,欽佩,N3,Ll7N}.KB!4
関心,かんしん,"concern, interest",關注、興趣,N3,ugNZxV5.;6
関する,かんする,"to concern, to be related",關心，相關,N3,j?=:~N:vEw
完成,かんせい,"complete, completion; perfection",完整，完成；完美,N3,Gz+d-Na>Wq
完全,かんぜん,"perfection, completeness",完美，完整,N3,"mx8.$z,opn"
乾燥,かんそう,"dry, arid, dehydrated",乾燥的，乾旱的，脫水的,N3,o&PKDt@8.N
感想,かんそう,"(one's) impressions, (one's) thoughts",個人印象，個人想法,N3,LSEXg:S7:(
感動,かんどう,"being deeply moved, excitement",深受感動，興奮,N3,mO)}<zEdx8
監督,かんとく,"supervision, control, (movie) director",監督、控制、（電影）導演,N3,J6H&uZ7Px>
管理,かんり,"control, management (e.g., of a business)",控制、管理（例如，對企業的管理）,N3,GKHgUyo>J7
完了,かんりょう,"completion, conclusion",完成，結論,N3,nU7gs|>hqI
関連,かんれん,"relation, connection, relevance",關係、聯繫、相關性,N3,qM07gcK[)f
議員,ぎいん,"member of the Diet, congress, or parliament",國會、國會議員或國會議員,N3,HgQ-~|%58x
記憶,きおく,"memory, recollection, remembrance",記憶，回憶，追憶,N3,"E,/>3<s?|+"
気温,きおん,temperature (weather - not used for things),溫度（天氣－不用於描述事物）,N3,BBA~snq[*i
機械,きかい,"machine, machinery",機器，機械,N3,"gbY2LYN_B,"
器械,きかい,instrument,樂器,N3,l7Ho]DDWuu
議会,ぎかい,"Diet, congress, parliament",國會、國會、議會,N3,lGMTgzdnaN
期間,きかん,"period, term",時期，期限,N3,iw;V~SjnTE
機関,きかん,"engine; institution, organization",引擎；機構，組織,N3,OOR48r}N5c
企業,きぎょう,"industry, business, undertaking",產業、商業、事業,N3,"m,c9$UCg]/"
効く,きく,to be effective,有效,N3,LC`=c%l]6(
期限,きげん,"deadline, term",截止日期，期限,N3,DXtaD5za4M
機嫌,きげん,"humor, temper, mood",幽默感、脾氣、情緒,N3,g?wFVr$Cb>
気候,きこう,climate,氣候,N3,zi^=GdE6J`
岸,きし,"bank, coast, shore",銀行、海岸、岸邊,N3,hm_._Qp@I~
生地,きじ,fabric; dough,布料；麵團,N3,0J|w~z~jj
